Temperature,Weather,Weather_Code,UpperWear_Male,LowerWear_Male,Footwear_Male,UpperWear_Female,LowerWear_Female,Footwear_Female
-11,Clear,270,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-11,Clear,271,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-11,Clear,272,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-11,Clouds,273,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-11,Clouds,274,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-11,Clouds,275,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-11,Rainy,276,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-11,Rainy,277,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-11,Rainy,278,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-11,Drizzle,279,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-11,Drizzle,280,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-11,Drizzle,281,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-11,Thunderstorm,282,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-11,Thunderstorm,283,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-11,Thunderstorm,284,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-11,Snow,285,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-11,Snow,286,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-11,Snow,287,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-11,Foggy,288,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-11,Foggy,289,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-11,Foggy,290,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-11,Haze,291,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-11,Haze,292,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-11,Haze,293,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-11,Windy,294,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-11,Windy,295,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-11,Windy,296,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-11,Tornado,297,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-11,Tornado,298,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-11,Tornado,299,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-10,Clear,300,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-10,Clear,301,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-10,Clear,302,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-10,Clouds,303,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-10,Clouds,304,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-10,Clouds,305,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-10,Rainy,306,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-10,Rainy,307,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-10,Rainy,308,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-10,Drizzle,309,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-10,Drizzle,310,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-10,Drizzle,311,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-10,Thunderstorm,312,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-10,Thunderstorm,313,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-10,Thunderstorm,314,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-10,Snow,315,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-10,Snow,316,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-10,Snow,317,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-10,Foggy,318,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-10,Foggy,319,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-10,Foggy,320,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-10,Haze,321,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-10,Haze,322,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-10,Haze,323,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-10,Windy,324,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-10,Windy,325,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-10,Windy,326,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-10,Tornado,327,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-10,Tornado,328,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-10,Tornado,329,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-9,Clear,330,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-9,Clear,331,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-9,Clear,332,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-9,Clouds,333,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-9,Clouds,334,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-9,Clouds,335,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-9,Rainy,336,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-9,Rainy,337,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-9,Rainy,338,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-9,Drizzle,339,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-9,Drizzle,340,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-9,Drizzle,341,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-9,Thunderstorm,342,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-9,Thunderstorm,343,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-9,Thunderstorm,344,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-9,Snow,345,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-9,Snow,346,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-9,Snow,347,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-9,Foggy,348,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-9,Foggy,349,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-9,Foggy,350,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-9,Haze,351,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-9,Haze,352,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-9,Haze,353,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-9,Windy,354,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-9,Windy,355,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-9,Windy,356,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-9,Tornado,357,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-9,Tornado,358,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-9,Tornado,359,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-8,Clear,360,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-8,Clear,361,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-8,Clear,362,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-8,Clouds,363,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-8,Clouds,364,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-8,Clouds,365,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-8,Rainy,366,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-8,Rainy,367,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-8,Rainy,368,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-8,Drizzle,369,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-8,Drizzle,370,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-8,Drizzle,371,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-8,Thunderstorm,372,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-8,Thunderstorm,373,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-8,Thunderstorm,374,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-8,Snow,375,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-8,Snow,376,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-8,Snow,377,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-8,Foggy,378,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-8,Foggy,379,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-8,Foggy,380,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-8,Haze,381,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-8,Haze,382,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-8,Haze,383,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-8,Windy,384,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-8,Windy,385,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-8,Windy,386,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-8,Tornado,387,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-8,Tornado,388,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-8,Tornado,389,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-7,Clear,390,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-7,Clear,391,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-7,Clear,392,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-7,Clouds,393,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-7,Clouds,394,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-7,Clouds,395,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-7,Rainy,396,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-7,Rainy,397,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-7,Rainy,398,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-7,Drizzle,399,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-7,Drizzle,400,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-7,Drizzle,401,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-7,Thunderstorm,402,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-7,Thunderstorm,403,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-7,Thunderstorm,404,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-7,Snow,405,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-7,Snow,406,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-7,Snow,407,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-7,Foggy,408,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-7,Foggy,409,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-7,Foggy,410,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-7,Haze,411,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-7,Haze,412,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-7,Haze,413,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-7,Windy,414,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-7,Windy,415,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-7,Windy,416,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-7,Tornado,417,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-7,Tornado,418,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-7,Tornado,419,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-6,Clear,420,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-6,Clear,421,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-6,Clear,422,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-6,Clouds,423,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-6,Clouds,424,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-6,Clouds,425,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-6,Rainy,426,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-6,Rainy,427,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-6,Rainy,428,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-6,Drizzle,429,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-6,Drizzle,430,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-6,Drizzle,431,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-6,Thunderstorm,432,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-6,Thunderstorm,433,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-6,Thunderstorm,434,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-6,Snow,435,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-6,Snow,436,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-6,Snow,437,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-6,Foggy,438,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-6,Foggy,439,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-6,Foggy,440,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-6,Haze,441,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-6,Haze,442,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-6,Haze,443,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-6,Windy,444,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-6,Windy,445,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-6,Windy,446,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-6,Tornado,447,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-6,Tornado,448,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-6,Tornado,449,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-5,Clear,450,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-5,Clear,451,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-5,Clear,452,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-5,Clouds,453,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-5,Clouds,454,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-5,Clouds,455,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-5,Rainy,456,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-5,Rainy,457,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-5,Rainy,458,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-5,Drizzle,459,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-5,Drizzle,460,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-5,Drizzle,461,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-5,Thunderstorm,462,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-5,Thunderstorm,463,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-5,Thunderstorm,464,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-5,Snow,465,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-5,Snow,466,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-5,Snow,467,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-5,Foggy,468,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-5,Foggy,469,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-5,Foggy,470,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-5,Haze,471,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-5,Haze,472,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-5,Haze,473,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-5,Windy,474,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-5,Windy,475,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-5,Windy,476,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-5,Tornado,477,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-5,Tornado,478,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-5,Tornado,479,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-4,Clear,480,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-4,Clear,481,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-4,Clear,482,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-4,Clouds,483,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-4,Clouds,484,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-4,Clouds,485,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-4,Rainy,486,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-4,Rainy,487,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-4,Rainy,488,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-4,Drizzle,489,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-4,Drizzle,490,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-4,Drizzle,491,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-4,Thunderstorm,492,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-4,Thunderstorm,493,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-4,Thunderstorm,494,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-4,Snow,495,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-4,Snow,496,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-4,Snow,497,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-4,Foggy,498,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-4,Foggy,499,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-4,Foggy,500,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-4,Haze,501,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-4,Haze,502,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-4,Haze,503,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-4,Windy,504,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-4,Windy,505,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-4,Windy,506,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-4,Tornado,507,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-4,Tornado,508,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-4,Tornado,509,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-3,Clear,510,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-3,Clear,511,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
-3,Clear,512,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-3,Clouds,513,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-3,Clouds,514,Polo,Chinos,Loafers,Sweater,Jeans,Boots
-3,Clouds,515,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
-3,Rainy,516,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
-3,Rainy,517,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
-3,Rainy,518,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-3,Drizzle,519,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
-3,Drizzle,520,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
-3,Drizzle,521,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-3,Thunderstorm,522,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
-3,Thunderstorm,523,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
-3,Thunderstorm,524,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
-3,Snow,525,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
-3,Snow,526,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
-3,Snow,527,Sweater,Jeans,Boots,Sweater,Jeans,Boots
-3,Foggy,528,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
-3,Foggy,529,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
-3,Foggy,530,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-3,Haze,531,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-3,Haze,532,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
-3,Haze,533,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
-3,Windy,534,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-3,Windy,535,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-3,Windy,536,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-3,Tornado,537,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
-3,Tornado,538,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
-3,Tornado,539,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
-2,Clear,540,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
-2,Clear,541,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
